Date,Open,High,Low,Close,Volume
3/12/2021 16:00:00,3924.52,3944.99,3915.21,3943.34,2272145272
3/15/2021 16:00:00,3942.96,3970.08,3923.54,3968.94,2393691238
3/16/2021 16:00:00,3973.59,3981.04,3953.44,3962.71,2367135990
3/17/2021 16:00:00,3949.57,3983.87,3935.74,3974.12,2447967771
3/18/2021 16:00:00,3953.5,3969.62,3910.86,3915.46,2682168535
3/19/2021 16:00:00,3913.14,3930.12,3886.75,3913.1,4639551690
3/22/2021 16:00:00,3916.48,3955.31,3914.16,3940.59,2299904600
3/23/2021 16:00:00,3937.6,3949.13,3901.57,3910.52,2496096710
3/24/2021 16:00:00,3919.93,3942.08,3889.07,3889.14,2416790107
3/25/2021 16:00:00,3879.34,3919.54,3853.5,3909.52,2395034696
3/26/2021 16:00:00,3917.12,3978.19,3917.12,3974.54,2645398600
3/29/2021 16:00:00,3969.31,3981.83,3943.25,3971.09,2412905878
3/30/2021 16:00:00,3963.34,3968.01,3944.35,3958.55,2115041068
3/31/2021 16:00:00,3967.25,3994.41,3966.98,3972.89,2416599388
4/1/2021 16:00:00,3992.78,4020.63,3992.78,4019.87,2165457735
4/5/2021 16:00:00,4034.44,4083.42,4034.44,4077.91,2223788819
4/6/2021 16:00:00,4075.57,4086.23,4068.14,4073.94,2124244001
4/7/2021 16:00:00,4074.29,4083.13,4068.31,4079.95,1955731172
4/8/2021 16:00:00,4089.95,4098.19,4082.54,4097.17,2012015761
4/9/2021 16:00:00,4096.11,4129.48,4095.51,4128.8,1880537184
4/12/2021 16:00:00,4124.71,4131.76,4114.82,4127.99,1922133084
4/13/2021 16:00:00,4130.1,4148,4124.43,4141.59,2062045139
4/14/2021 16:00:00,4141.58,4151.69,4120.87,4124.66,2091873846
4/15/2021 16:00:00,4139.76,4173.49,4139.76,4170.42,2125394410
4/16/2021 16:00:00,4174.14,4191.31,4170.75,4185.47,2210303327
4/19/2021 16:00:00,4179.8,4180.81,4150.47,4163.26,1985488530
4/20/2021 16:00:00,4159.18,4159.18,4118.38,4134.94,2289514630
4/21/2021 16:00:00,4128.42,4175.02,4126.35,4173.42,2101637987
4/22/2021 16:00:00,4170.46,4179.57,4123.69,4134.98,2392707204
4/23/2021 16:00:00,4138.78,4194.17,4138.78,4180.17,2012547159
4/26/2021 16:00:00,4185.03,4194.19,4182.36,4187.62,1938000036
4/27/2021 16:00:00,4188.25,4193.35,4176.22,4186.72,2021543400
4/28/2021 16:00:00,4185.14,4201.53,4181.78,4183.18,2133550302
4/29/2021 16:00:00,4206.14,4218.78,4176.81,4211.47,2500478173
4/30/2021 16:00:00,4198.1,4198.1,4174.85,4181.17,2420629283
5/3/2021 16:00:00,4191.98,4209.39,4188.03,4192.66,2181608893
5/4/2021 16:00:00,4179.04,4179.04,4128.59,4164.66,2550622792
5/5/2021 16:00:00,4177.06,4187.72,4160.94,4167.59,1759870682
5/6/2021 16:00:00,4169.14,4202.7,4147.33,4201.62,2242910204
5/7/2021 16:00:00,4210.34,4238.04,4201.64,4232.6,2053400580
5/10/2021 16:00:00,4228.29,4236.39,4188.13,4188.43,2322261428
5/11/2021 16:00:00,4150.34,4162.04,4111.53,4152.1,2438056257
5/12/2021 16:00:00,4130.55,4134.73,4056.88,4063.04,2397533113
5/13/2021 16:00:00,4074.99,4131.58,4074.99,4112.5,2164189997
5/14/2021 16:00:00,4129.58,4183.13,4129.58,4173.85,1908121895
5/17/2021 16:00:00,4169.92,4171.92,4142.69,4163.29,2269453944
5/18/2021 16:00:00,4165.94,4169.15,4125.99,4127.83,2327082665
5/19/2021 16:00:00,4098.45,4116.93,4061.41,4115.68,2403523216
5/20/2021 16:00:00,4121.97,4172.8,4121.97,4159.12,2161065812
5/21/2021 16:00:00,4168.61,4188.72,4151.72,4155.86,2192477125
5/24/2021 16:00:00,4170.16,4209.52,4170.16,4197.05,1848072307
5/25/2021 16:00:00,4205.94,4213.42,4182.52,4188.13,2109359204
5/26/2021 16:00:00,4191.59,4202.61,4184.11,4195.99,2055014683
5/27/2021 16:00:00,4201.94,4213.38,4197.78,4200.88,3394898011
5/28/2021 16:00:00,4210.77,4218.36,4203.57,4204.11,1960313488
6/1/2021 16:00:00,4216.52,4234.12,4197.59,4202.04,2099602956
6/2/2021 16:00:00,4206.82,4217.37,4198.27,4208.12,2030572039
6/3/2021 16:00:00,4191.43,4204.39,4167.93,4192.85,2211904290
6/4/2021 16:00:00,4206.05,4233.45,4206.05,4229.89,1877134142
6/7/2021 16:00:00,4229.34,4232.34,4215.66,4226.52,1744943901
6/8/2021 16:00:00,4233.81,4236.74,4208.41,4227.26,2120873562
6/9/2021 16:00:00,4232.99,4237.09,4218.74,4219.55,1801224829
6/10/2021 16:00:00,4228.56,4249.74,4220.34,4239.18,1952649620
6/11/2021 16:00:00,4242.9,4248.38,4232.25,4247.44,1685005426
6/14/2021 16:00:00,4248.31,4255.59,4234.07,4255.15,1853004003
6/15/2021 16:00:00,4255.28,4257.16,4238.35,4246.59,1826798681
6/16/2021 16:00:00,4248.87,4251.89,4202.45,4223.7,2216468754
6/17/2021 16:00:00,4220.37,4232.29,4196.05,4221.86,2580213530
6/18/2021 16:00:00,4204.78,4204.78,4164.4,4166.45,3619215887
6/21/2021 16:00:00,4173.4,4226.24,4173.4,4224.79,2043051632
6/22/2021 16:00:00,4224.61,4255.84,4217.27,4246.44,1783455277
6/23/2021 16:00:00,4249.27,4256.6,4241.43,4241.84,1774854375
6/24/2021 16:00:00,4256.97,4271.28,4256.97,4266.49,1865796107
6/25/2021 16:00:00,4274.45,4286.12,4271.16,4280.7,2749763844
6/28/2021 16:00:00,4284.9,4292.14,4274.67,4290.61,1985885279
6/29/2021 16:00:00,4293.21,4300.52,4287.04,4291.8,1833763193
6/30/2021 16:00:00,4290.65,4302.43,4287.96,4297.5,1952341627
7/1/2021 16:00:00,4300.73,4320.66,4300.73,4319.94,1820621751
7/2/2021 16:00:00,4326.6,4355.43,4326.6,4352.34,1530898435
7/6/2021 16:00:00,4356.46,4356.46,4314.37,4343.54,2055747651
7/7/2021 16:00:00,4351.01,4361.88,4329.79,4358.13,1935638439
7/8/2021 16:00:00,4321.07,4330.88,4289.37,4320.82,2059555951
7/9/2021 16:00:00,4329.38,4371.6,4329.38,4369.55,1795028029
7/12/2021 16:00:00,4372.41,4386.68,4364.03,4384.63,1709935073
7/13/2021 16:00:00,4381.07,4392.37,4366.92,4369.21,1761859660
7/14/2021 16:00:00,4380.11,4393.68,4362.36,4374.3,2019584457
7/15/2021 16:00:00,4369.02,4369.02,4340.7,4360.03,1986589168
7/16/2021 16:00:00,4367.43,4375.09,4322.53,4327.16,2027107750
7/19/2021 16:00:00,4296.4,4296.4,4233.13,4258.49,2840163205
7/20/2021 16:00:00,4265.11,4336.84,4262.05,4323.06,2426517077
7/21/2021 16:00:00,4331.13,4359.7,4331.13,4358.69,2136773867
7/22/2021 16:00:00,4361.27,4369.87,4350.06,4367.48,1843552391
7/23/2021 16:00:00,4381.2,4415.18,4381.2,4411.79,1777378786
7/26/2021 16:00:00,4409.58,4422.73,4405.45,4422.3,1802326237
7/27/2021 16:00:00,4416.38,4416.38,4372.51,4401.46,2073481035
7/28/2021 16:00:00,4402.95,4415.47,4387.01,4400.64,2092509494
7/29/2021 16:00:00,4403.59,4429.97,4403.59,4419.15,2009413486
7/30/2021 16:00:00,4395.12,4412.25,4389.65,4395.26,2246066583
8/2/2021 16:00:00,4406.86,4422.18,4384.81,4387.16,1981527662
8/3/2021 16:00:00,4392.74,4423.79,4373,4423.15,2204134922
8/4/2021 16:00:00,4415.95,4416.17,4400.23,4402.66,2321431128
8/5/2021 16:00:00,4408.86,4429.76,4408.86,4429.1,1965926802
8/6/2021 16:00:00,4429.07,4440.82,4429.07,4436.52,1834529765
8/9/2021 16:00:00,4437.77,4439.39,4424.74,4432.35,1717390769
8/10/2021 16:00:00,4435.79,4445.21,4430.03,4436.75,1914891754
8/11/2021 16:00:00,4442.18,4449.44,4436.42,4447.7,1872240608
8/12/2021 16:00:00,4446.08,4461.77,4435.96,4460.83,1636025079
8/13/2021 16:00:00,4464.84,4468.37,4460.82,4468,1537574221
8/16/2021 16:00:00,4461.65,4480.26,4437.66,4479.71,1733040764
8/17/2021 16:00:00,4462.12,4462.12,4417.83,4448.08,1912467005
8/18/2021 16:00:00,4440.94,4454.32,4397.59,4400.27,1892720844
8/19/2021 16:00:00,4382.44,4418.61,4367.73,4405.8,2207012168
8/20/2021 16:00:00,4410.56,4444.35,4406.8,4441.67,1813100785
8/23/2021 16:00:00,4450.29,4489.88,4450.29,4479.53,1854459169
8/24/2021 16:00:00,4484.4,4492.81,4482.28,4486.23,1746057473
8/25/2021 16:00:00,4490.45,4501.71,4485.66,4496.19,1771232714
8/26/2021 16:00:00,4493.75,4495.9,4468.99,4470,1641318926
8/27/2021 16:00:00,4474.1,4513.33,4474.1,4509.37,1668129894
8/30/2021 16:00:00,4513.76,4537.36,4513.76,4528.79,1566528934
8/31/2021 16:00:00,4529.75,4531.39,4515.8,4522.68,2161738713
9/1/2021 16:00:00,4528.8,4537.11,4522.02,4524.09,1933543912
9/2/2021 16:00:00,4534.48,4545.85,4524.66,4536.95,1782042940
9/3/2021 16:00:00,4532.42,4541.45,4521.3,4535.43,1533435199
9/7/2021 16:00:00,4535.38,4535.38,4513,4520.03,1781738536
9/8/2021 16:00:00,4518.09,4521.79,4493.95,4514.07,1784366123
9/9/2021 16:00:00,4513.02,4529.9,4492.07,4493.28,1818751701
9/10/2021 16:00:00,4506.92,4520.47,4457.66,4458.58,1848742163
9/13/2021 16:00:00,4474.81,4492.99,4445.7,4468.73,2065690411
9/14/2021 16:00:00,4479.33,4485.68,4435.46,4443.05,2024366588
9/15/2021 16:00:00,4447.49,4486.87,4438.37,4480.7,2126050597
9/16/2021 16:00:00,4477.09,4485.87,4443.8,4473.75,1831249340
9/17/2021 16:00:00,4469.74,4471.52,4427.76,4432.99,3786002045
9/20/2021 16:00:00,4402.95,4402.95,4305.91,4357.73,2598257340
9/21/2021 16:00:00,4374.45,4394.87,4347.96,4354.19,1914740490
9/22/2021 16:00:00,4367.43,4416.75,4367.43,4395.64,2003483511
9/23/2021 16:00:00,4406.75,4465.4,4406.75,4448.98,1967079545
9/24/2021 16:00:00,4438.04,4463.12,4430.27,4455.48,1686869239
9/27/2021 16:00:00,4442.12,4457.3,4436.19,4443.11,2043570002
9/28/2021 16:00:00,4419.54,4419.54,4346.33,4352.63,2385159271
9/29/2021 16:00:00,4362.41,4385.57,4355.08,4359.46,1897856436
9/30/2021 16:00:00,4370.67,4382.55,4306.24,4307.54,2283948567
10/1/2021 16:00:00,4317.16,4375.19,4288.52,4357.04,2207766762
10/4/2021 16:00:00,4348.84,4355.51,4278.94,4300.46,2438454602
10/5/2021 16:00:00,4309.87,4369.23,4309.87,4345.72,2029396101
10/6/2021 16:00:00,4319.57,4365.57,4290.49,4363.55,2060091362
10/7/2021 16:00:00,4383.73,4429.97,4383.73,4399.76,1949574511
10/8/2021 16:00:00,4406.51,4412.02,4386.22,4391.34,1694086877
10/11/2021 16:00:00,4385.44,4415.88,4360.59,4361.19,1695135230
10/12/2021 16:00:00,4368.31,4374.89,4342.09,4350.65,1962095507
10/13/2021 16:00:00,4358.01,4372.87,4329.92,4363.8,1939400307
10/14/2021 16:00:00,4386.75,4439.73,4386.75,4438.26,1945034682
10/15/2021 16:00:00,4447.69,4475.82,4447.69,4471.37,2052344490
10/18/2021 16:00:00,4463.72,4488.75,4447.47,4486.46,1871564386
10/19/2021 16:00:00,4497.34,4520.4,4496.41,4519.63,1701419593
10/20/2021 16:00:00,4524.42,4540.87,4524.4,4536.19,1837718278
10/21/2021 16:00:00,4532.24,4551.44,4526.89,4549.78,1898355743
10/22/2021 16:00:00,4546.12,4559.67,4524,4544.9,1818770978
10/25/2021 16:00:00,4553.69,4572.62,4537.36,4566.48,1849566005
10/26/2021 16:00:00,4578.69,4598.53,4569.17,4574.79,2016844141
10/27/2021 16:00:00,4580.22,4584.57,4551.66,4551.68,2243579417
10/28/2021 16:00:00,4562.84,4597.55,4562.84,4596.42,2177360109
10/29/2021 16:00:00,4572.87,4608.08,4567.59,4605.38,2346010507
