Date,Open,High,Low,Close,Volume
11/1/2021 16:00:00,4610.62,4620.34,4595.06,4613.67,2030764459
11/2/2021 16:00:00,4613.34,4635.15,4613.34,4630.65,2146673642
11/3/2021 16:00:00,4630.65,4663.46,4621.19,4660.57,2150893424
11/4/2021 16:00:00,4662.93,4683,4662.59,4680.06,2557600204
11/5/2021 16:00:00,4699.26,4718.5,4681.32,4697.53,2595129726
11/8/2021 16:00:00,4701.48,4714.92,4694.39,4701.7,2205667465
11/9/2021 16:00:00,4707.25,4708.53,4670.87,4685.25,2067398485
11/10/2021 16:00:00,4670.26,4684.85,4630.86,4646.71,2141662928
11/11/2021 16:00:00,4659.39,4664.55,4648.31,4649.27,1728459268
11/12/2021 16:00:00,4655.24,4688.47,4650.77,4682.85,1871664497
11/15/2021 16:00:00,4689.3,4697.42,4672.86,4682.8,1829912903
11/16/2021 16:00:00,4679.42,4714.95,4679.42,4700.9,1929154513
11/17/2021 16:00:00,4701.5,4701.5,4684.41,4688.67,2057331087
11/18/2021 16:00:00,4700.72,4708.8,4672.78,4704.54,2223166797
11/19/2021 16:00:00,4708.44,4717.75,4694.22,4697.96,2442415234
11/22/2021 16:00:00,4712,4743.83,4682.17,4682.94,2466151901
11/23/2021 16:00:00,4678.48,4699.39,4652.66,4690.7,2228891377
11/24/2021 16:00:00,4675.78,4702.87,4659.89,4701.46,1851488563
11/26/2021 13:00:00,4664.63,4664.63,4585.43,4594.62,2098272510
11/29/2021 16:00:00,4628.75,4672.95,4625.26,4655.27,2497291810
11/30/2021 16:00:00,4640.25,4646.02,4560,4567,4068050909
12/1/2021 16:00:00,4602.82,4652.94,4510.27,4513.04,3044911758
12/2/2021 16:00:00,4504.73,4595.46,4504.73,4577.1,2801048502
12/3/2021 16:00:00,4589.49,4608.03,4495.12,4538.43,2714489531
12/6/2021 16:00:00,4548.37,4612.6,4540.51,4591.67,2582324931
12/7/2021 16:00:00,4631.97,4694.04,4631.97,4686.75,2484136202
12/8/2021 16:00:00,4690.86,4705.06,4674.52,4701.21,2163749157
12/9/2021 16:00:00,4691,4695.26,4665.98,4667.45,1992702933
12/10/2021 16:00:00,4687.64,4713.57,4670.24,4712.02,2117224176
12/13/2021 16:00:00,4710.3,4710.3,4667.6,4668.97,2426214754
12/14/2021 16:00:00,4642.99,4660.47,4606.52,4634.09,2454381353
12/15/2021 16:00:00,4636.46,4712.6,4611.22,4709.85,2561140199
12/16/2021 16:00:00,4719.13,4731.99,4651.89,4668.67,2745738309
12/17/2021 16:00:00,4652.5,4666.7,4600.22,4620.64,4578985102
12/20/2021 16:00:00,4587.9,4587.9,4531.1,4568.02,2433981932
12/21/2021 16:00:00,4594.96,4651.14,4583.16,4649.23,2260147801
12/22/2021 16:00:00,4650.36,4697.67,4645.53,4696.56,1844650487
12/23/2021 16:00:00,4703.96,4740.74,4703.96,4725.79,1594292367
12/27/2021 16:00:00,4733.99,4791.49,4733.99,4791.19,1505328608
12/28/2021 16:00:00,4795.49,4807.02,4780.04,4786.35,1425097588
12/29/2021 16:00:00,4788.64,4804.06,4778.08,4793.06,1354785822
12/30/2021 16:00:00,4794.23,4808.93,4775.33,4778.73,1353705656
12/31/2021 16:00:00,4775.21,4786.83,4765.75,4766.18,1340241237
1/3/2022 16:00:00,4778.14,4796.64,4758.17,4796.56,2209533436
1/4/2022 16:00:00,4804.51,4818.62,4774.27,4793.54,2813805151
1/5/2022 16:00:00,4787.99,4797.7,4699.44,4700.58,2803729359
1/6/2022 16:00:00,4693.39,4725.01,4671.26,4696.05,2379822969
1/7/2022 16:00:00,4697.66,4707.95,4662.74,4677.03,2416096517
1/10/2022 16:00:00,4655.34,4673.02,4582.24,4670.29,2675794222
1/11/2022 16:00:00,4669.14,4714.13,4638.27,4713.07,2243982613
1/12/2022 16:00:00,4728.59,4748.83,4706.71,4726.35,2117378610
1/13/2022 16:00:00,4733.56,4744.13,4650.29,4659.03,2374649453
1/14/2022 16:00:00,4637.99,4665.13,4614.75,4662.85,2521962210
1/18/2022 16:00:00,4632.24,4632.24,4568.7,4577.11,2737269947
1/19/2022 16:00:00,4588.03,4611.55,4530.2,4532.76,2483432324
1/20/2022 16:00:00,4547.35,4602.11,4477.95,4482.73,2541011404
1/21/2022 16:00:00,4471.38,4494.52,4395.34,4397.94,3196964549
1/24/2022 16:00:00,4356.32,4417.35,4222.62,4410.13,3891581863
1/25/2022 16:00:00,4366.64,4411.01,4287.11,4356.45,3056989211
1/26/2022 16:00:00,4408.43,4453.23,4304.8,4349.93,3230985115
1/27/2022 16:00:00,4380.58,4428.74,4309.5,4326.51,3040759928
1/28/2022 16:00:00,4336.19,4432.72,4292.46,4431.85,2913164357
1/31/2022 16:00:00,4431.79,4516.89,4414.02,4515.55,2963155477
2/1/2022 16:00:00,4519.57,4550.49,4483.53,4546.54,2712733572
2/2/2022 16:00:00,4566.39,4595.31,4544.32,4589.38,2903950893
2/3/2022 16:00:00,4535.41,4542.88,4470.39,4477.44,2686460186
2/4/2022 16:00:00,4482.79,4539.66,4451.5,4500.53,2640944042
2/7/2022 16:00:00,4505.75,4521.86,4471.47,4483.87,2363931782
2/8/2022 16:00:00,4480.02,4531.32,4465.4,4521.54,2531697878
2/9/2022 16:00:00,4547,4590.03,4547,4587.18,2416698650
2/10/2022 16:00:00,4553.24,4588.92,4484.31,4504.08,2689893702
2/11/2022 16:00:00,4506.27,4526.33,4401.41,4418.64,2874706879
2/14/2022 16:00:00,4412.61,4426.22,4364.84,4401.67,2511711808
2/15/2022 16:00:00,4429.28,4472.77,4429.28,4471.07,2322886082
2/16/2022 16:00:00,4455.75,4489.55,4429.68,4475.01,2334610255
2/17/2022 16:00:00,4456.06,4456.06,4373.81,4380.26,2324909984
2/18/2022 16:00:00,4384.57,4394.6,4327.22,4348.87,2583639757
2/22/2022 16:00:00,4332.74,4362.12,4267.11,4304.76,2749521278
2/23/2022 16:00:00,4324.93,4341.51,4221.51,4225.5,2512417692
2/24/2022 16:00:00,4155.77,4294.73,4114.65,4288.7,3565761089
2/25/2022 16:00:00,4298.38,4385.34,4286.83,4384.65,2707792618
2/28/2022 16:00:00,4354.17,4388.84,4315.12,4373.94,3219433340
3/1/2022 16:00:00,4363.14,4378.45,4279.54,4306.26,3144859781
3/2/2022 16:00:00,4322.56,4401.48,4322.56,4386.54,2867998095
3/3/2022 16:00:00,4401.31,4416.78,4345.56,4363.49,2619510815
3/4/2022 16:00:00,4342.12,4342.12,4284.98,4328.87,2997073880
3/7/2022 16:00:00,4327.01,4327.01,4199.85,4201.09,3513066861
3/8/2022 16:00:00,4202.66,4276.94,4157.87,4170.7,3639337569
3/9/2022 16:00:00,4223.1,4299.4,4223.1,4277.88,3021442270
3/10/2022 16:00:00,4252.55,4268.28,4209.8,4259.52,2581145823
3/11/2022 16:00:00,4279.5,4291.01,4200.49,4204.31,2338436067
3/14/2022 16:00:00,4202.75,4247.57,4161.72,4173.11,2717144322
3/15/2022 16:00:00,4188.82,4271.05,4187.9,4262.45,2636945250
3/16/2022 16:00:00,4288.14,4358.9,4251.99,4357.86,2926597551
3/17/2022 16:00:00,4345.11,4412.67,4335.65,4411.67,2432766777
3/18/2022 16:00:00,4407.34,4465.4,4390.57,4463.12,4233761021
3/21/2022 16:00:00,4462.4,4481.75,4424.3,4461.18,2469825123
3/22/2022 16:00:00,4469.1,4522,4469.1,4511.61,2340975844
3/23/2022 16:00:00,4493.1,4501.07,4455.81,4456.24,2184940313
3/24/2022 16:00:00,4469.98,4520.58,4465.17,4520.16,2073153516
3/25/2022 16:00:00,4522.91,4546.03,4501.07,4543.06,2000935720
3/28/2022 16:00:00,4541.09,4575.65,4517.69,4575.52,2019462647
3/29/2022 16:00:00,4602.86,4637.3,4589.66,4631.6,2443956070
3/30/2022 16:00:00,4624.2,4627.77,4581.32,4602.45,2083192942
3/31/2022 16:00:00,4599.02,4603.07,4530.41,4530.41,2646678377
4/1/2022 16:00:00,4540.32,4548.7,4507.57,4545.86,2346497965
4/4/2022 16:00:00,4547.97,4583.5,4539.21,4582.64,2278755223
4/5/2022 16:00:00,4572.45,4593.45,4514.17,4525.12,2425248378
4/6/2022 16:00:00,4494.17,4503.94,4450.04,4481.15,2720107863
4/7/2022 16:00:00,4474.65,4521.16,4450.3,4500.21,2596329084
4/8/2022 16:00:00,4494.15,4520.41,4474.6,4488.28,2254633200
4/11/2022 16:00:00,4462.64,4464.35,4408.38,4412.53,2403901042
4/12/2022 16:00:00,4437.59,4471,4381.34,4397.45,2208449999
4/13/2022 16:00:00,4394.3,4453.92,4392.7,4446.59,2169384807
4/14/2022 16:00:00,4449.12,4460.46,4390.77,4392.59,2470867311
4/18/2022 16:00:00,4385.63,4410.31,4370.3,4391.69,2050678211
4/19/2022 16:00:00,4390.63,4471.03,4390.63,4462.21,2247364804
4/20/2022 16:00:00,4472.26,4488.29,4448.76,4459.45,2380185029
4/21/2022 16:00:00,4489.17,4512.94,4384.47,4393.66,2637237706
4/22/2022 16:00:00,4385.83,4385.83,4267.62,4271.78,2520690116
4/25/2022 16:00:00,4255.34,4299.02,4200.82,4296.12,2839258641
4/26/2022 16:00:00,4278.14,4278.14,4175.04,4175.2,2637223814
4/27/2022 16:00:00,4186.52,4240.71,4162.9,4183.96,2636232457
4/28/2022 16:00:00,4222.58,4308.45,4188.63,4287.5,2749225700
4/29/2022 16:00:00,4253.75,4269.68,4124.28,4131.93,2848565077
5/2/2022 16:00:00,4130.61,4169.81,4062.51,4155.38,2744837614
5/3/2022 16:00:00,4159.78,4200.1,4147.08,4175.48,2494450424
5/4/2022 16:00:00,4181.18,4307.66,4148.91,4300.17,2872026663
5/5/2022 16:00:00,4270.43,4270.43,4106.01,4146.87,2869932437
5/6/2022 16:00:00,4128.17,4157.69,4067.91,4123.34,2737830988
5/9/2022 16:00:00,4081.27,4081.27,3975.48,3991.24,3073865158
5/10/2022 16:00:00,4035.18,4068.82,3958.17,4001.05,2918622876
5/11/2022 16:00:00,3990.08,4049.09,3928.82,3935.18,2763949436
5/12/2022 16:00:00,3903.95,3964.8,3858.87,3930.08,3139788075
5/13/2022 16:00:00,3963.9,4038.88,3963.9,4023.89,2544978092
5/16/2022 16:00:00,4013.02,4046.46,3983.99,4008.01,2213704712
5/17/2022 16:00:00,4052,4090.72,4033.93,4088.85,2458409815
5/18/2022 16:00:00,4051.98,4051.98,3911.91,3923.68,2712127310
5/19/2022 16:00:00,3899,3945.96,3876.58,3900.79,2774295102
5/20/2022 16:00:00,3927.76,3943.42,3810.32,3901.36,3002384989
5/23/2022 16:00:00,3919.42,3981.88,3909.04,3973.75,2388208957
5/24/2022 16:00:00,3942.94,3955.68,3875.13,3941.48,2436606104
5/25/2022 16:00:00,3929.59,3999.33,3925.03,3978.73,2334088571
5/26/2022 16:00:00,3984.6,4075.14,3984.6,4057.84,2403570876
5/27/2022 16:00:00,4077.43,4158.49,4077.43,4158.24,2166465380
5/31/2022 16:00:00,4151.09,4168.34,4104.88,4132.15,3802655235
6/1/2022 16:00:00,4149.78,4166.54,4073.85,4101.23,2171495669
6/2/2022 16:00:00,4095.41,4177.51,4074.37,4176.82,2073390326
6/3/2022 16:00:00,4137.57,4142.67,4098.67,4108.54,1879610190
6/6/2022 16:00:00,4134.72,4168.78,4109.18,4121.43,1919840018
6/7/2022 16:00:00,4096.47,4164.86,4080.19,4160.68,1964102076
6/8/2022 16:00:00,4147.12,4160.14,4107.2,4115.77,1888845332
6/9/2022 16:00:00,4101.65,4119.1,4017.17,4017.82,2061086863
6/10/2022 16:00:00,3974.39,3974.39,3900.16,3900.86,2517736739
6/13/2022 16:00:00,3838.15,3838.15,3734.3,3749.63,3086104450
6/14/2022 16:00:00,3763.52,3778.18,3705.68,3735.48,2655239403
6/15/2022 16:00:00,3764.05,3837.56,3722.3,3789.99,2783030800
6/16/2022 16:00:00,3728.18,3728.18,3639.77,3666.77,3108178469
6/17/2022 16:00:00,3665.9,3707.71,3636.87,3674.84,4735841123
6/21/2022 16:00:00,3715.31,3779.65,3715.31,3764.79,2678184797
6/22/2022 16:00:00,3733.89,3801.79,3717.69,3759.89,2486465259
6/23/2022 16:00:00,3774.71,3802.58,3743.52,3795.73,2517500361
6/24/2022 16:00:00,3821.75,3913.65,3821.75,3911.74,3463802906
6/27/2022 16:00:00,3920.76,3927.72,3889.66,3900.11,2124362317
6/28/2022 16:00:00,3913,3945.86,3820.14,3821.55,2252853743
6/29/2022 16:00:00,3825.09,3836.5,3799.02,3818.83,2111065494
6/30/2022 16:00:00,3785.99,3818.99,3738.67,3785.38,2683771620
7/1/2022 16:00:00,3781,3829.82,3752.1,3825.33,2195445294
7/5/2022 16:00:00,3792.61,3832.19,3742.06,3831.39,2506060130
7/6/2022 16:00:00,3831.98,3870.91,3809.37,3845.08,2203972630
7/7/2022 16:00:00,3858.85,3910.63,3858.85,3902.62,2086719603
7/8/2022 16:00:00,3888.26,3918.5,3869.34,3899.38,1767934743
7/11/2022 16:00:00,3880.94,3880.94,3847.22,3854.43,1825910221
7/12/2022 16:00:00,3851.95,3873.41,3802.36,3818.8,2130143184
7/13/2022 16:00:00,3779.67,3829.44,3759.07,3801.78,2058496093
7/14/2022 16:00:00,3763.99,3796.41,3721.56,3790.38,2181635569
7/15/2022 16:00:00,3818,3863.62,3817.18,3863.16,2328223130
7/18/2022 16:00:00,3883.79,3902.44,3818.63,3830.85,2194524922
7/19/2022 16:00:00,3860.73,3939.81,3860.73,3936.69,2384285486
7/20/2022 16:00:00,3935.32,3974.13,3922.03,3959.9,2344933008
7/21/2022 16:00:00,3955.47,3999.29,3927.64,3998.95,2498029117
7/22/2022 16:00:00,3998.43,4012.44,3938.86,3961.63,2224926634
7/25/2022 16:00:00,3965.72,3975.3,3943.46,3966.84,1945714778
7/26/2022 16:00:00,3953.22,3953.22,3910.74,3921.05,2136983264
7/27/2022 16:00:00,3951.43,4039.56,3951.43,4023.61,2457907322
7/28/2022 16:00:00,4026.13,4078.95,3992.97,4072.43,2544390878
7/29/2022 16:00:00,4087.33,4140.15,4079.22,4130.29,2894154247
8/1/2022 16:00:00,4112.38,4144.95,4096.02,4118.63,2289872912
8/2/2022 16:00:00,4104.21,4140.47,4079.81,4091.19,2262200687
8/3/2022 16:00:00,4107.96,4167.66,4107.96,4155.17,2436476551
8/4/2022 16:00:00,4154.85,4161.29,4135.42,4151.94,2260188053
8/5/2022 16:00:00,4115.87,4151.58,4107.31,4145.19,2027451379
8/8/2022 16:00:00,4155.93,4186.62,4128.97,4140.06,2120439516
8/9/2022 16:00:00,4133.11,4137.3,4112.09,4122.47,2048973837
8/10/2022 16:00:00,4181.02,4211.03,4177.26,4210.24,2240786746
8/11/2022 16:00:00,4227.4,4257.91,4201.41,4207.27,2080835426
8/12/2022 16:00:00,4225.02,4280.47,4219.78,4280.15,1839673374
8/15/2022 16:00:00,4269.37,4301.79,4256.9,4297.14,1777922685
8/16/2022 16:00:00,4290.46,4325.28,4277.77,4305.2,1912448980
8/17/2022 16:00:00,4280.4,4302.18,4253.08,4274.04,1862585916
8/18/2022 16:00:00,4273.13,4292.53,4261.98,4283.74,1749457753
8/19/2022 16:00:00,4266.31,4266.31,4218.7,4228.48,2045645988
8/22/2022 16:00:00,4195.08,4195.08,4129.86,4137.99,1976203704
8/23/2022 16:00:00,4133.09,4159.77,4124.03,4128.73,1786029375
8/24/2022 16:00:00,4126.55,4156.56,4119.97,4140.77,1737028484
8/25/2022 16:00:00,4153.26,4200.54,4147.59,4199.12,1847592571
